date,window_size,up_to_days,alpha,lambda_val,num_simulations,horizon_end_date,num_active_positions,num_active_stock_positions,num_active_option_positions,position_tickers,historical_1-day-scaled_var,historical_1-day-scaled_es,historical_n-day_var,historical_n-day_es,monte_carlo_var,monte_carlo_es,parametric_var,parametric_es,realized_end_date,realized_pnl
2008-01-16,252,10,0.95,0.99,10000,2008-01-26,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",225.28525021659127,265.7877905880618,209.6683366011813,228.8514108760599,160.19458111560573,203.74957839948277,172.44496866975885,219.8474679247182,2008-01-25,-136.0472202301026
2008-01-17,252,10,0.95,0.99,10000,2008-01-27,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",225.09147304058027,265.7877905880618,218.9299712235982,234.75724667861408,169.6716149745953,211.14859828612362,172.39222686955708,219.4042451520209,2008-01-25,-124.21292304992676
2008-01-18,252,10,0.95,0.99,10000,2008-01-28,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",224.89573851935708,265.7877905880619,218.51441679852522,232.5099234512684,161.81124314018967,202.76069881677012,171.39501641431428,218.1220970226791,2008-01-28,-137.26998329162592
2008-01-22,252,10,0.95,0.99,10000,2008-02-01,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",224.69802688175787,265.7877905880619,218.05663013576554,232.50992345126832,168.73842422843308,209.3882098543741,175.82166407349112,221.7446029858041,2008-02-01,-170.5656528472902
2008-01-23,252,10,0.95,0.99,10000,2008-02-02,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",229.4815055661386,269.7194799640972,218.0438879804173,232.50992345126838,170.05666799152814,207.01524181181722,180.0024194456198,224.7632467447614,2008-02-01,-93.23944091796892
2008-01-24,252,10,0.95,0.99,10000,2008-02-03,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",229.19764491595677,269.7194799640973,225.44755389650135,235.8289648865852,169.81528585769144,211.21324304394034,179.00103476905576,225.17770226465933,2008-02-01,-149.3175697326662
2008-01-25,252,10,0.95,0.99,10000,2008-02-04,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",228.91091698648012,269.7194799640972,230.6123923791661,241.71685732726323,166.7676281197511,208.9790068294139,179.19791635717058,224.49405970111158,2008-02-04,-146.29074096679688
2008-01-28,252,10,0.95,0.99,10000,2008-02-07,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",228.62129281529164,269.7194799640972,232.09524831846852,241.71685732726323,170.67448630005262,211.53326009454167,178.88714228870364,223.68238871180807,2008-02-07,-228.8041925430299
2008-01-29,252,10,0.95,0.99,10000,2008-02-08,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",228.3287431474245,269.7194799640972,234.1346903351173,253.7263479904474,169.65562022943388,210.48845432295067,178.3141346757404,222.86058803032807,2008-02-08,-187.84734725952137
2008-01-30,252,10,0.95,0.99,10000,2008-02-09,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",228.03323843240713,269.7194799640972,237.3799606725678,253.45893526295862,170.08134774843055,210.25353002064028,178.2698876516305,222.36660528868734,2008-02-08,-173.78305912017834
2008-01-31,252,10,0.95,0.99,10000,2008-02-10,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",227.73474882127852,269.7194799640973,237.22130794419934,253.45893526295862,170.06134271212758,210.5543571939214,177.60879843587455,222.58312147902066,2008-02-08,-209.55367565155024
2008-02-01,252,10,0.95,0.99,10000,2008-02-11,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",234.90477120810974,304.0302554444967,240.01656629206258,255.90315890429028,175.85866025050572,214.6758950377758,190.32867169080754,235.40823375242954,2008-02-11,-89.08669471740706
2008-02-04,252,10,0.95,0.99,10000,2008-02-14,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",234.27560049659337,304.0302554444967,242.124812902773,262.7826555119783,176.46200855778784,215.92310179295686,189.66463952614944,233.9200428063683,2008-02-14,-45.585441589355526
2008-02-05,252,10,0.95,0.99,10000,2008-02-15,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",233.64007452536478,304.0302554444967,241.91404755320426,262.7826555119783,181.02258018191796,220.07723645759017,190.3389927847531,233.79584840065928,2008-02-15,-20.41511535644541
